description,details,money,pub_name,rate,type
732 word fob,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.24
/word",rodales organic life,0.24,word
700 word fob,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.25
/word",rodales organic life,0.25,word
700 word feature,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.10
/word",rogue valley messenger,0.1,word
"1200 word criticism, review, or arts/entertainment coverage",Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.25
/word",rolling stone,0.25,word
1400 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.25
/word",rolling stone,0.25,word
5000 word,,"$0.80
/word",rolling stone,0.8,word
"1000 word opinion, editorial, column or essay",Little to no reporting,"$0.15
/word",rolling stone,0.15,word
"1600 word opinion, editorial, column or essay",Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.16
/word",rolling stone,0.16,word
800 word profile or interview,Heavy/Investigative reporting; Solicited pitch (editor asked you to pitch),"$0.13
/word",rolling stone,0.13,word
"850 word opinion, editorial, column or essay",Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.18
/word",rolling stone,0.18,word
~1500 word feature,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.05
/word",rolling stone,0.05,word
~750 word fob,Little to no reporting; Assignment (editor came to you),"$1.33
/word",rolling stone,1.33,word
~750 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.33
/word",rolling stone,0.33,word
500 word news story,,"$0.30
/word",rolling stone,0.3,word
300 word poetry,Little to no reporting; Cold pitch (no pre existing relationship),"$0.05
/word",rookie mag,0.05,word
2000 word feature,Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.01
/word",rookie mag,0.01,word
"1200 word opinion, editorial, column or essay",Little to no reporting; Solicited pitch (editor asked you to pitch),"$0.05
/word",rookie mag,0.05,word
"1135 word opinion, editorial, column or essay",Little to no reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.05
/word",rookie mag,0.05,word
1400 word profile or interview,Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.04
/word",rookie mag,0.04,word
~5000 word fiction,Little to no reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.01
/word",ruminate magazine,0.01,word
"2500 word criticism, review, or arts/entertainment coverage",Medium reporting; Assignment (editor came to you),"$0.01
/word",runner click,0.01,word
1200 word profile or interview,Medium reporting; Cold pitch (no pre existing relationship),"$1.00
/word",runners world,1.0,word
1200 word profile or interview,Medium reporting; Cold pitch (no pre existing relationship),"$1.00
/word",runners world,1.0,word
2280 word feature,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$0.09
/word",rva magazine,0.09,word
"900 word opinion, editorial, column or essay",Little to no reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.08
/word",salon,0.08,word
"1000 word opinion, editorial, column or essay",Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.15
/word",salon,0.15,word
1000 word,,"$0.15
/word",salon,0.15,word
"1500 word opinion, editorial, column or essay",Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.10
/word",salon,0.1,word
1200 word,,"$0.13
/word",salon,0.13,word
2900 word profile or interview,Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.05
/word",salon,0.05,word
"1200 word criticism, review, or arts/entertainment coverage",Medium reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.13
/word",salon,0.13,word
"1200 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.10
/word",salon,0.1,word
"1300 word opinion, editorial, column or essay",Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.10
/word",salon,0.1,word
~3000 word profile or interview,Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.05
/word",salon,0.05,word
"1000 word criticism, review, or arts/entertainment coverage",Medium reporting; Cold pitch (no pre existing relationship),"$0.15
/word",salon,0.15,word
~375 word news story,Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.13
/word",salon,0.13,word
"~1500 word criticism, review, or arts/entertainment converage",Little to no reporting; Ongoing/pre existing relationship with editor or publication,"$0.10
/word",salon,0.1,word
"~1500 word opinion, editorial, column or essay",Cold pitch (no pre existing relationship),"$0.10
/word",salon,0.1,word
"~1500 word opinion, editorial, column or essay",Medium reporting; Cold pitch (no pre existing relationship),"$0.08
/word",salon,0.08,word
"~1500 word criticism, review, or arts/entertainment converage",Medium reporting; Cold pitch (no pre existing relationship),"$0.10
/word",salon,0.1,word
"~1500 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.10
/word",salon,0.1,word
~1500 word news story,Little to no reporting; Solicited pitch (editor asked you to pitch),"$0.10
/word",salon,0.1,word
~1500 word news story,Heavy/Investigative reporting; Cold pitch (no pre existing relationship),"$0.13
/word",salon,0.13,word
~8000 word feature,Heavy/Investigative reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.01
/word",salon,0.01,word
"1400 word opinion, editorial, column or essay",,"$0.11
/word",salon,0.11,word
~4500 word feature,,"$0.04
/word",salon,0.04,word
"200 word opinion, editorial, column or essay",,"$0.75
/word",salon,0.75,word
"1500 word opinion, editorial, column or essay",Cold pitch (no pre existing relationship),"$0.10
/word",salon,0.1,word
"1200 word opinion, editorial, column or essay",,"$0.06
/word",salon,0.06,word
500 word blog post,Little to no reporting; Cold pitch (no pre existing relationship),"$0.25
/word",san antonio magazine,0.25,word
300 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.50
/word",san diego reader,0.5,word
~375 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.40
/word",san diego reader,0.4,word
~750 word news story,Medium reporting; Cold pitch (no pre existing relationship),"$0.13
/word",san francisco bay guardian,0.13,word
"600 word criticism, review, or arts/entertainment converage",,"$0.25
/word",san francisco bay guardian,0.25,word
"900 word opinion, editorial, column or essay",Little to no reporting; Referral (you had a connection who connected you to the editor),"$0.17
/word",san francisco chronicle,0.17,word
800 word feature,Medium reporting; Assignment (editor came to you),"$0.50
/word",san francisco chronicle,0.5,word
800 word,,"$0.50
/word",san francisco chronicle,0.5,word
400 word news story,,"$0.38
/word",san francisco chronicle,0.38,word
"800 word opinion, editorial, column or essay",,"$0.19
/word",san francisco chronicle,0.19,word
~375 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.20
/word",san francisco examiner,0.2,word
~375 word fob,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.27
/word",san francisco examiner,0.27,word
700 word profile or interview,Medium reporting; Assignment (editor came to you),"$0.50
/word",san francisco magazine,0.5,word
1000 word fob,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$1.00
/word",san francisco magazine,1.0,word
250 word,,"$0.50
/word",san francisco magazine,0.5,word
2000 word,,"$1.00
/word",san francisco magazine,1.0,word
250 word,,"$1.00
/word",san francisco magazine,1.0,word
2000 word feature,Heavy/Investigative reporting; Referral (you had a connection who connected you to the editor),"$1.00
/word",san francisco magazine,1.0,word
~3000 word feature,Heavy/Investigative reporting; Cold pitch (no pre existing relationship),"$0.79
/word",san francisco magazine,0.79,word
"2300 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.04
/word",sanat dunyamiz,0.04,word
1203 word feature,Medium reporting; Cold pitch (no pre existing relationship),"$0.03
/word",saturday evening post,0.03,word
3400 word feature,Heavy/Investigative reporting; Assignment (editor came to you),"$0.18
/word",saveur,0.18,word
1000 word feature,Medium reporting; Referral (you had a connection who connected you to the editor),"$0.30
/word",saveur,0.3,word
1000 word news story,Medium reporting; Referral (you had a connection who connected you to the editor),"$0.30
/word",saveur,0.3,word
2000 word feature,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.10
/word",sb nation,0.1,word
~8000 word profile or interview,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$0.25
/word",sb nation longform,0.25,word
1200 word profile or interview,Medium reporting; Referral (you had a connection who connected you to the editor),"$0.04
/word",scalawag,0.04,word
870 word blog post,Little to no reporting; Cold pitch (no pre existing relationship),"$0.11
/word",scary mommy,0.11,word
~750 word news story,Medium reporting; Solicited pitch (editor asked you to pitch),"$0.20
/word",school library journal,0.2,word
500 word,,"$0.34
/word",scidevnet,0.34,word
~750 word news story,Medium reporting; Cold pitch (no pre existing relationship),"$0.47
/word",science insider,0.47,word
700 word,,"$0.60
/word",science magazine,0.6,word
~1500 word news story,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$0.80
/word",science magazine,0.8,word
~1500 word news story,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$1.33
/word",science magazine,1.33,word
~750 word news story,Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.47
/word",science magazine,0.47,word
3000 word feature,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$1.50
/word",scientific american,1.5,word
"~750 word opinion, editorial, column or essay",Medium reporting; Submission/spec (piece was written prior and then submitted for publication),"$0.00
/word",scientific american,0.0,word
"2400 word opinion, editorial, column or essay",Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.01
/word",screen rant,0.01,word
"1200 word criticism, review, or arts/entertainment coverage",Solicited pitch (editor asked you to pitch),"$0.04
/word",screener,0.04,word
"400 word opinion, editorial, column or essay",Little to no reporting; Cold pitch (no pre existing relationship),"$0.07
/word",screenspy,0.07,word
"3380 word opinion, editorial, column or essay",Medium reporting; Ongoing/pre existing relationship with editor or publication,"$0.03
/word",seat42f,0.03,word
2000 word,,"$0.33
/word",seattle magazine,0.33,word
~1500 word news story,Heavy/Investigative reporting; Ongoing/pre existing relationship with editor or publication,"$0.27
/word",seattle magazine,0.27,word
